tSNE1,tSNE2,data,predicted
-30.464252,11.76619,CITE-seq,Naive CD4+ T
19.975662,-29.692707,CITE-seq,B
-5.252769,48.197002,CITE-seq,Effector CD4+ T
-13.873544,54.79185,CITE-seq,Effector CD4+ T
-14.032004,-68.55925,CITE-seq,Naive CD8+ T
-47.446983,21.776201,CITE-seq,Naive CD4+ T
-1.7527164,62.361164,CITE-seq,Effector CD4+ T
-25.435417,45.536514,CITE-seq,Effector CD4+ T
-26.621193,-10.037713,CITE-seq,Naive CD4+ T
-5.6236644,-58.43402,CITE-seq,Naive CD8+ T
36.075565,-43.86391,CITE-seq,B
44.36403,-9.032727,CITE-seq,NK
3.4205422,-58.323742,CITE-seq,Naive CD8+ T
-0.73413455,-54.74963,CITE-seq,Naive CD8+ T
-11.849249,45.642372,CITE-seq,Effector CD4+ T
55.230824,-17.916538,CITE-seq,NK
4.992833,48.20446,CITE-seq,Effector CD4+ T
52.63962,-6.814044,CITE-seq,NK
-53.99523,19.003698,CITE-seq,Naive CD4+ T
24.259516,-38.12323,CITE-seq,B
23.689095,-30.319754,CITE-seq,B
27.464062,-31.107365,CITE-seq,B
-45.914684,-8.951377,CITE-seq,Naive CD4+ T
59.38348,-29.533514,CITE-seq,NK
-25.56606,-27.365889,CITE-seq,Naive CD4+ T
68.25122,-8.409519,CITE-seq,NK
-46.056988,-24.49888,CITE-seq,Naive CD4+ T
-33.494522,-13.3603735,CITE-seq,Naive CD4+ T
50.768665,47.63648,CITE-seq,Effector CD8+ T
-14.804479,-52.790737,CITE-seq,Naive CD8+ T
-48.13956,-25.577887,CITE-seq,Naive CD4+ T
-26.318779,11.427496,CITE-seq,Naive CD4+ T
-58.666794,-13.332767,CITE-seq,Naive CD4+ T
57.15691,-15.7184305,CITE-seq,NK
10.757128,46.969986,CITE-seq,Effector CD4+ T
-57.050957,14.115652,CITE-seq,Naive CD4+ T
-4.501017,-47.68306,CITE-seq,Naive CD8+ T
46.841503,-10.056342,CITE-seq,NK
27.012747,-32.52705,CITE-seq,B
67.656075,-7.672448,CITE-seq,NK
13.699176,33.275837,CITE-seq,Effector CD4+ T
-33.612125,-21.70618,CITE-seq,Naive CD4+ T
-54.083508,20.97917,CITE-seq,Naive CD4+ T
63.16071,-4.1228046,CITE-seq,NK
-50.473583,-13.982047,CITE-seq,Naive CD4+ T
58.02702,-21.141083,CITE-seq,NK
45.91812,-16.325012,CITE-seq,NK
-45.085308,6.5346427,CITE-seq,Naive CD4+ T
0.07802191,64.154,CITE-seq,Effector CD4+ T
32.710766,-41.412594,CITE-seq,B
-27.957678,-10.120849,CITE-seq,Naive CD4+ T
-31.170038,-19.393557,CITE-seq,Naive CD4+ T
-9.113902,-66.05927,CITE-seq,Naive CD8+ T
59.01763,2.3774922,CITE-seq,NK
5.821409,46.644432,CITE-seq,Effector CD4+ T
67.29185,-9.773118,CITE-seq,NK
-32.3002,42.612793,CITE-seq,Effector CD4+ T
45.554657,27.795828,CITE-seq,Effector CD8+ T
-18.73868,47.829422,CITE-seq,Effector CD4+ T
57.394985,-21.719185,CITE-seq,NK
-23.83349,6.414525,CITE-seq,Naive CD4+ T
-37.078087,13.9615345,CITE-seq,Naive CD4+ T
-26.475616,-5.1850147,CITE-seq,Naive CD4+ T
32.16459,26.998466,CITE-seq,Effector CD8+ T
-8.995308,58.40751,CITE-seq,Effector CD4+ T
-33.270992,10.247094,CITE-seq,Naive CD4+ T
31.52445,24.504425,CITE-seq,Effector CD8+ T
-57.376095,9.088872,CITE-seq,Naive CD4+ T
25.63156,-29.641209,CITE-seq,B
-36.606033,1.7721449,CITE-seq,Naive CD4+ T
20.790806,-29.833513,CITE-seq,B
14.56176,49.851357,CITE-seq,Effector CD4+ T
57.59966,2.8398283,CITE-seq,NK
14.452807,24.859274,CITE-seq,Effector CD4+ T
-39.46899,9.423079,CITE-seq,Naive CD4+ T
-29.622435,-22.953014,CITE-seq,Naive CD4+ T
-47.668724,-0.10215006,CITE-seq,Naive CD4+ T
-32.86079,-19.188688,CITE-seq,Naive CD4+ T
28.944035,-31.965595,CITE-seq,B
-49.144974,-4.318726,CITE-seq,Naive CD4+ T
15.55067,32.705894,CITE-seq,Effector CD4+ T
-4.1092257,-54.603912,CITE-seq,Naive CD8+ T
-37.201775,12.823716,CITE-seq,Naive CD4+ T
-1.4419769,60.543026,CITE-seq,Effector CD4+ T
38.19775,26.696232,CITE-seq,Effector CD8+ T
-27.021687,52.11333,CITE-seq,Effector CD4+ T
39.673016,25.637585,CITE-seq,Effector CD8+ T
-47.03777,-11.152054,CITE-seq,Naive CD4+ T
15.938294,-38.741142,CITE-seq,B
61.483463,7.849963,CITE-seq,NK
-0.38789317,39.782986,CITE-seq,Effector CD4+ T
-2.3868954,-67.34259,CITE-seq,Naive CD8+ T
-19.594189,-70.946785,CITE-seq,Naive CD8+ T
-25.124918,1.4158696,CITE-seq,Naive CD4+ T
-29.417303,43.51125,CITE-seq,Effector CD4+ T
-53.239815,12.418824,CITE-seq,Naive CD4+ T
-39.66456,-12.336653,CITE-seq,Naive CD4+ T
-25.417187,-9.486528,CITE-seq,Naive CD4+ T
50.27123,-18.034975,CITE-seq,NK
52.51522,-6.2858276,CITE-seq,NK
12.016177,2.0232692,CITE-seq,Monocytes
-47.51056,21.680668,CITE-seq,Naive CD4+ T
-60.110905,14.020731,CITE-seq,Naive CD4+ T
28.047972,-41.005096,CITE-seq,B
-34.17389,9.708997,CITE-seq,Naive CD4+ T
2.2713716,50.15274,CITE-seq,Effector CD4+ T
-24.380634,1.6353256,CITE-seq,Naive CD4+ T
-40.320126,-22.253525,CITE-seq,Naive CD4+ T
-38.93539,2.9969337,CITE-seq,Naive CD4+ T
8.929682,48.25593,CITE-seq,Effector CD4+ T
-4.33459,-54.299576,CITE-seq,Naive CD8+ T
-7.7386456,-72.35776,CITE-seq,Naive CD8+ T
-15.86586,-50.634575,CITE-seq,Naive CD8+ T
14.7169285,29.43406,CITE-seq,Effector CD4+ T
50.072876,24.84673,CITE-seq,Effector CD8+ T
-8.301674,40.346325,CITE-seq,Effector CD4+ T
-14.725862,-57.95766,CITE-seq,Naive CD8+ T
-49.512928,2.387306,CITE-seq,Naive CD4+ T
50.316784,32.367714,CITE-seq,Effector CD8+ T
-13.193184,-51.113792,CITE-seq,Naive CD8+ T
59.10944,-12.488287,CITE-seq,NK
14.588691,45.844738,CITE-seq,Effector CD4+ T
-44.791546,-20.342642,CITE-seq,Naive CD4+ T
-0.818792,52.7129,CITE-seq,Effector CD4+ T
-28.277742,43.880173,CITE-seq,Effector CD4+ T
-57.292103,-13.069013,CITE-seq,Naive CD4+ T
-55.595963,-17.303432,CITE-seq,Naive CD4+ T
49.977146,26.877258,CITE-seq,Effector CD8+ T
58.548637,-24.588488,CITE-seq,NK
63.68319,-10.212285,CITE-seq,NK
-7.2292376,-57.609966,CITE-seq,Naive CD8+ T
-30.51588,45.1191,CITE-seq,Effector CD4+ T
-32.983006,6.847105,CITE-seq,Naive CD4+ T
-58.181465,-13.695802,CITE-seq,Naive CD4+ T
5.4384165,2.0944283,CITE-seq,Monocytes
35.17384,-36.87151,CITE-seq,B
-4.2843337,-62.51133,CITE-seq,Naive CD8+ T
-35.063904,1.8849989,CITE-seq,Naive CD4+ T
11.843673,2.939493,CITE-seq,Monocytes
17.02594,56.401585,CITE-seq,Effector CD4+ T
15.0284395,46.349846,CITE-seq,Effector CD4+ T
-8.072208,50.747684,CITE-seq,Effector CD4+ T
57.722656,0.2962766,CITE-seq,NK
-14.849291,-51.35846,CITE-seq,Naive CD8+ T
56.442257,-14.158257,CITE-seq,NK
14.146392,52.66865,CITE-seq,Effector CD4+ T
-3.6443677,-40.531406,CITE-seq,Naive CD8+ T
-20.10737,44.183815,CITE-seq,Effector CD4+ T
-47.304703,14.038509,CITE-seq,Naive CD4+ T
-53.914814,-18.520674,CITE-seq,Naive CD4+ T
68.80839,-7.9932075,CITE-seq,NK
-63.131187,7.331315,CITE-seq,Naive CD4+ T
15.939602,-1.8299494,CITE-seq,Monocytes
-57.64332,-5.35149,CITE-seq,Naive CD4+ T
-50.6271,-19.391981,CITE-seq,Naive CD4+ T
-13.071183,-71.9046,CITE-seq,Naive CD8+ T
10.1359215,50.490032,CITE-seq,Effector CD4+ T
61.929676,-24.32175,CITE-seq,NK
47.30424,-11.216743,CITE-seq,NK
7.8635945,49.336853,CITE-seq,Effector CD4+ T
25.191181,-28.674385,CITE-seq,B
-4.027034,-54.421253,CITE-seq,Naive CD8+ T
-8.509959,-56.773376,CITE-seq,Naive CD8+ T
-44.758003,12.425863,CITE-seq,Naive CD4+ T
-5.6698895,-52.92111,CITE-seq,Naive CD8+ T
-33.804466,46.514427,CITE-seq,Effector CD4+ T
-7.2653503,37.18682,CITE-seq,Effector CD4+ T
-38.560043,-22.575045,CITE-seq,Naive CD4+ T
51.279854,48.61375,CITE-seq,Effector CD8+ T
40.587986,24.32699,CITE-seq,Effector CD8+ T
42.448444,-17.809406,CITE-seq,NK
-35.263195,7.3273373,CITE-seq,Naive CD4+ T
-20.451202,-69.15638,CITE-seq,Naive CD8+ T
17.738111,51.5197,CITE-seq,Effector CD4+ T
-8.887846,-61.469845,CITE-seq,Naive CD8+ T
-22.747149,-21.223808,CITE-seq,Naive CD4+ T
-25.920195,50.96884,CITE-seq,Effector CD4+ T
60.70011,-12.997555,CITE-seq,NK
20.151651,-29.000216,CITE-seq,B
-21.452585,-3.224428,CITE-seq,Naive CD4+ T
-45.479946,20.99424,CITE-seq,Naive CD4+ T
0.46278453,57.065186,CITE-seq,Effector CD4+ T
-25.867126,5.9053583,CITE-seq,Naive CD4+ T
-1.4701853,-55.765873,CITE-seq,Naive CD8+ T
-27.891,-5.0750227,CITE-seq,Naive CD4+ T
50.72499,24.540041,CITE-seq,Effector CD8+ T
15.6294365,46.175255,CITE-seq,Effector CD4+ T
37.06415,17.736843,CITE-seq,Effector CD8+ T
9.911734,53.849842,CITE-seq,Effector CD4+ T
-31.77495,-22.655119,CITE-seq,Naive CD4+ T
0.8354233,-44.014957,CITE-seq,Naive CD8+ T
-8.839472,-59.91533,CITE-seq,Naive CD8+ T
37.260265,16.98252,CITE-seq,Effector CD8+ T
61.751366,-15.62812,CITE-seq,NK
47.38369,-9.56547,CITE-seq,NK
-11.533224,44.22789,CITE-seq,Effector CD4+ T
8.789697,64.10996,CITE-seq,Effector CD4+ T
34.515015,28.307951,CITE-seq,Effector CD8+ T
-30.894066,43.32946,CITE-seq,Effector CD4+ T
-37.550533,11.924905,CITE-seq,Naive CD4+ T
0.937742,-49.4766,CITE-seq,Naive CD8+ T
-1.9651681,54.041332,CITE-seq,Effector CD4+ T
4.9262223,1.3064798,CITE-seq,Monocytes
32.78358,23.801693,CITE-seq,Effector CD8+ T
56.49529,-14.7933235,CITE-seq,NK
1.1561593,50.36871,CITE-seq,Effector CD4+ T
63.605354,-18.752266,CITE-seq,NK
-39.462246,8.612146,CITE-seq,Naive CD4+ T
-42.09265,18.687387,CITE-seq,Naive CD4+ T
1.488073,43.454388,CITE-seq,Effector CD4+ T
-10.5224085,-52.461773,CITE-seq,Naive CD8+ T
-26.067644,-8.419116,CITE-seq,Naive CD4+ T
-55.777332,8.211855,CITE-seq,Naive CD4+ T
54.116436,-6.649858,CITE-seq,NK
3.2885196,-6.958536,CITE-seq,Monocytes
-15.885521,57.21858,CITE-seq,Effector CD4+ T
-1.6724118,51.303143,CITE-seq,Effector CD4+ T
53.113003,-1.373959,CITE-seq,NK
59.612,4.271228,CITE-seq,NK
-6.7816515,-66.29587,CITE-seq,Naive CD8+ T
-29.017406,-22.248241,CITE-seq,Naive CD4+ T
-58.024097,7.8426113,CITE-seq,Naive CD4+ T
-55.15614,12.273955,CITE-seq,Naive CD4+ T
26.877758,-46.593292,CITE-seq,B
0.45970383,53.119175,CITE-seq,Effector CD4+ T
61.462135,7.7533455,CITE-seq,NK
-38.319298,13.694758,CITE-seq,Naive CD4+ T
-16.685871,-64.78155,CITE-seq,Naive CD8+ T
-53.7781,-8.849508,CITE-seq,Naive CD4+ T
9.551112,46.352444,CITE-seq,Effector CD4+ T
26.093096,-32.389416,CITE-seq,B
-10.224749,-53.50966,CITE-seq,Naive CD8+ T
-20.468979,47.444233,CITE-seq,Effector CD4+ T
38.727875,30.395283,CITE-seq,Effector CD8+ T
62.553196,-20.68785,CITE-seq,NK
-28.29902,-11.577698,CITE-seq,Naive CD4+ T
-33.434994,-16.812723,CITE-seq,Naive CD4+ T
-33.04379,-8.443739,CITE-seq,Naive CD4+ T
-21.2294,-0.632894,CITE-seq,Naive CD4+ T
-20.414429,47.806072,CITE-seq,Effector CD4+ T
-6.657845,38.396564,CITE-seq,Effector CD4+ T
55.99597,8.525268,CITE-seq,NK
-20.091455,46.482826,CITE-seq,Effector CD4+ T
-5.925334,-56.473625,CITE-seq,Naive CD8+ T
-42.434093,0.50613046,CITE-seq,Naive CD4+ T
-56.430202,-14.404154,CITE-seq,Naive CD4+ T
21.46395,-31.699976,CITE-seq,B
58.38429,-5.7451935,CITE-seq,NK
15.432242,58.421585,CITE-seq,Effector CD4+ T
-26.671345,-4.438206,CITE-seq,Naive CD4+ T
-6.0275474,-68.461235,CITE-seq,Naive CD8+ T
22.49032,-44.53465,CITE-seq,B
-26.084982,3.928637,CITE-seq,Naive CD4+ T
-13.199976,-50.70511,CITE-seq,Naive CD8+ T
62.383244,-13.515262,CITE-seq,NK
10.302794,43.556015,CITE-seq,Effector CD4+ T
4.913649,-53.046463,CITE-seq,Naive CD8+ T
-7.1023393,-52.466465,CITE-seq,Naive CD8+ T
61.21133,-20.079937,CITE-seq,NK
-28.439865,5.9616795,CITE-seq,Naive CD4+ T
-58.97594,4.356096,CITE-seq,Naive CD4+ T
13.072235,-0.09759008,CITE-seq,Monocytes
-52.97239,7.7442346,CITE-seq,Naive CD4+ T
-0.6068726,61.117935,CITE-seq,Effector CD4+ T
-35.53492,13.215839,CITE-seq,Naive CD4+ T
48.861263,-17.451618,CITE-seq,NK
-22.730614,-0.3870205,CITE-seq,Naive CD4+ T
14.393232,46.944614,CITE-seq,Effector CD4+ T
-30.53115,-3.1518888,CITE-seq,Naive CD4+ T
62.555367,-29.858536,CITE-seq,NK
42.34217,34.205788,CITE-seq,Effector CD8+ T
-37.736774,11.591831,CITE-seq,Naive CD4+ T
-13.614082,-51.044918,CITE-seq,Naive CD8+ T
-7.989097,-60.695423,CITE-seq,Naive CD8+ T
15.77004,47.23782,CITE-seq,Effector CD4+ T
-57.860035,-2.9269516,CITE-seq,Naive CD4+ T
3.160266,-54.673813,CITE-seq,Naive CD8+ T
-21.06256,47.217766,CITE-seq,Effector CD4+ T
-51.805653,14.729789,CITE-seq,Naive CD4+ T
3.3443487,-45.382324,CITE-seq,Naive CD8+ T
49.488316,-17.890236,CITE-seq,NK
-54.0869,-1.5923713,CITE-seq,Naive CD4+ T
-47.391514,8.29723,CITE-seq,Naive CD4+ T
50.934994,27.083706,CITE-seq,Effector CD8+ T
-6.1368895,3.672348,CITE-seq,Monocytes
44.58957,-7.0183544,CITE-seq,NK
-26.738342,45.999588,CITE-seq,Effector CD4+ T
-12.007907,48.73518,CITE-seq,Effector CD4+ T
43.859173,32.74406,CITE-seq,Effector CD8+ T
-10.438758,-66.46017,CITE-seq,Naive CD8+ T
47.64754,-10.278446,CITE-seq,NK
-14.843775,-65.46742,CITE-seq,Naive CD8+ T
-42.244774,15.648219,CITE-seq,Naive CD4+ T
45.058365,-9.800288,CITE-seq,NK
-6.1646233,-53.43819,CITE-seq,Naive CD8+ T
-62.559975,7.449057,CITE-seq,Naive CD4+ T
-27.680174,48.548176,CITE-seq,Effector CD4+ T
60.460426,1.0289708,CITE-seq,NK
-10.54192,39.32844,CITE-seq,Effector CD4+ T
53.262325,-8.797747,CITE-seq,NK
-31.467196,46.97567,CITE-seq,Effector CD4+ T
0.5802503,51.178795,CITE-seq,Effector CD4+ T
34.676167,-44.503944,CITE-seq,B
7.419922,41.4248,CITE-seq,Effector CD4+ T
-3.6880472,39.072155,CITE-seq,Effector CD4+ T
-21.129732,42.71001,CITE-seq,Effector CD4+ T
-23.445078,0.31713086,CITE-seq,Naive CD4+ T
60.259167,-2.6236567,CITE-seq,NK
-38.12294,13.59726,CITE-seq,Naive CD4+ T
-31.896908,45.864025,CITE-seq,Effector CD4+ T
45.823975,25.995253,CITE-seq,Effector CD8+ T
10.916769,45.418674,CITE-seq,Effector CD4+ T
-4.7382035,-50.873302,CITE-seq,Naive CD8+ T
-32.701912,-13.728324,CITE-seq,Naive CD4+ T
-53.79179,-13.434591,CITE-seq,Naive CD4+ T
-14.793123,-57.019466,CITE-seq,Naive CD8+ T
-28.664764,48.81103,CITE-seq,Effector CD4+ T
22.469755,-29.134953,CITE-seq,B
-14.094894,51.108677,CITE-seq,Effector CD4+ T
-10.470788,40.041138,CITE-seq,Effector CD4+ T
-7.0175967,-40.893265,CITE-seq,Naive CD8+ T
5.982551,5.7356625,CITE-seq,Monocytes
13.49617,2.1698897,CITE-seq,Monocytes
-29.536596,49.119473,CITE-seq,Effector CD4+ T
51.762985,-8.673361,CITE-seq,NK
-54.820538,14.069149,CITE-seq,Naive CD4+ T
-29.735624,-3.4648407,CITE-seq,Naive CD4+ T
-22.647722,1.6281081,CITE-seq,Naive CD4+ T
9.212202,52.038937,CITE-seq,Effector CD4+ T
-21.621992,48.528408,CITE-seq,Effector CD4+ T
-30.710585,-0.20108388,CITE-seq,Naive CD4+ T
58.871136,-3.0834517,CITE-seq,NK
11.811203,47.99214,CITE-seq,Effector CD4+ T
-35.53938,-0.90564984,CITE-seq,Naive CD4+ T
-13.543395,-56.636047,CITE-seq,Naive CD8+ T
-21.217804,-12.978357,CITE-seq,Naive CD4+ T
1.0460596,-53.33062,CITE-seq,Naive CD8+ T
-33.079166,-8.41533,CITE-seq,Naive CD4+ T
-9.93623,-62.9354,CITE-seq,Naive CD8+ T
-8.619727,-50.51062,CITE-seq,Naive CD8+ T
-12.141598,-62.844345,CITE-seq,Naive CD8+ T
-40.537968,3.9804306,CITE-seq,Naive CD4+ T
-30.97892,44.521683,CITE-seq,Effector CD4+ T
43.804134,29.396984,CITE-seq,Effector CD8+ T
0.37717795,-42.986557,CITE-seq,Naive CD8+ T
-53.255478,10.056639,CITE-seq,Naive CD4+ T
-12.293474,58.598927,CITE-seq,Effector CD4+ T
-43.332752,12.138112,CITE-seq,Naive CD4+ T
43.584297,-8.479635,CITE-seq,NK
22.715866,-31.213503,CITE-seq,B
58.978703,-21.38553,CITE-seq,NK
1.3512543,-8.948651,CITE-seq,Monocytes
-7.889225,-52.974678,CITE-seq,Naive CD8+ T
49.510345,-2.4080439,CITE-seq,NK
14.961852,29.941067,CITE-seq,Effector CD4+ T
-14.055486,50.880703,CITE-seq,Effector CD4+ T
53.102207,-8.442594,CITE-seq,NK
-55.555286,11.49412,CITE-seq,Naive CD4+ T
-21.18324,52.18527,CITE-seq,Effector CD4+ T
-7.6409006,-61.948048,CITE-seq,Naive CD8+ T
-50.994083,-8.362025,CITE-seq,Naive CD4+ T
59.619415,-29.494886,CITE-seq,NK
-30.403257,3.2426112,CITE-seq,Naive CD4+ T
-2.1545033,39.18092,CITE-seq,Effector CD4+ T
27.919533,-45.469635,CITE-seq,B
3.2014065,40.656994,CITE-seq,Effector CD4+ T
-11.301965,-67.71807,CITE-seq,Naive CD8+ T
-41.44489,-12.326707,CITE-seq,Naive CD4+ T
56.610237,-20.236137,CITE-seq,NK
44.121212,-13.467483,CITE-seq,NK
18.14804,-29.756554,CITE-seq,B
1.1376969,-47.116337,CITE-seq,Naive CD8+ T
-1.6513524,-57.497272,CITE-seq,Naive CD8+ T
-11.182638,-69.87669,CITE-seq,Naive CD8+ T
-45.995083,13.987035,CITE-seq,Naive CD4+ T
-46.88513,-12.324902,CITE-seq,Naive CD4+ T
28.65941,-30.04873,CITE-seq,B
-7.2543354,-61.016674,CITE-seq,Naive CD8+ T
-8.009252,-63.037025,CITE-seq,Naive CD8+ T
-23.293262,52.59542,CITE-seq,Effector CD4+ T
-40.81664,2.9326413,CITE-seq,Naive CD4+ T
-24.985956,-3.9908764,CITE-seq,Naive CD4+ T
-3.7079427,-61.648228,CITE-seq,Naive CD8+ T
-59.587727,9.771537,CITE-seq,Naive CD4+ T
6.2050776,5.8764586,CITE-seq,Monocytes
-25.014132,43.00349,CITE-seq,Effector CD4+ T
-46.736336,16.118937,CITE-seq,Naive CD4+ T
-4.580528,-57.470573,CITE-seq,Naive CD8+ T
-34.922276,5.675015,CITE-seq,Naive CD4+ T
55.642647,0.0104260845,CITE-seq,NK
-14.391675,-64.001625,CITE-seq,Naive CD8+ T
-2.3836787,39.62873,CITE-seq,Effector CD4+ T
53.069313,28.446234,CITE-seq,Effector CD8+ T
56.49511,-3.881728,CITE-seq,NK
-13.880311,-54.4316,CITE-seq,Naive CD8+ T
-6.4675007,44.121754,CITE-seq,Effector CD4+ T
36.828724,17.74306,CITE-seq,Effector CD8+ T
37.338757,16.726645,CITE-seq,Effector CD8+ T
-35.15234,8.285613,CITE-seq,Naive CD4+ T
1.4302629,53.569363,CITE-seq,Effector CD4+ T
-8.967592,-63.716133,CITE-seq,Naive CD8+ T
-27.634245,8.868017,CITE-seq,Naive CD4+ T
-20.776796,-9.405546,CITE-seq,Naive CD4+ T
56.496647,-22.160069,CITE-seq,NK
-4.0812674,-59.52284,CITE-seq,Naive CD8+ T
59.620735,-8.11222,CITE-seq,NK
-33.44982,-21.760662,CITE-seq,Naive CD4+ T
-14.3767,56.28744,CITE-seq,Effector CD4+ T
45.642376,28.918304,CITE-seq,Effector CD8+ T
-39.327454,-23.05167,CITE-seq,Naive CD4+ T
62.610493,-8.5118685,CITE-seq,NK
59.415665,-14.584541,CITE-seq,NK
23.40874,-27.154177,CITE-seq,B
-27.414698,-27.033163,CITE-seq,Naive CD4+ T
1.1538911,52.080853,CITE-seq,Effector CD4+ T
-29.994347,-22.61187,CITE-seq,Naive CD4+ T
-26.837831,45.184177,CITE-seq,Effector CD4+ T
35.814545,-45.314064,CITE-seq,B
-34.92933,3.2794642,CITE-seq,Naive CD4+ T
-55.7765,20.205364,CITE-seq,Naive CD4+ T
-53.439716,14.319147,CITE-seq,Naive CD4+ T
-52.654816,-13.534185,CITE-seq,Naive CD4+ T
57.468597,5.29602,CITE-seq,NK
-29.865433,46.47394,CITE-seq,Effector CD4+ T
-29.124966,-22.170082,CITE-seq,Naive CD4+ T
-60.154972,7.810341,CITE-seq,Naive CD4+ T
-5.6151795,60.70638,CITE-seq,Effector CD4+ T
-19.97811,52.318447,CITE-seq,Effector CD4+ T
-34.72418,-13.364185,CITE-seq,Naive CD4+ T
-35.74624,12.652358,CITE-seq,Naive CD4+ T
-9.41435,-61.241005,CITE-seq,Naive CD8+ T
-4.2873187,-40.268204,CITE-seq,Naive CD8+ T
-7.176777,-47.08945,CITE-seq,Naive CD8+ T
-56.29418,-4.8613005,CITE-seq,Naive CD4+ T
-31.987915,-18.896101,CITE-seq,Naive CD4+ T
48.581345,-10.835513,CITE-seq,NK
-23.353241,2.594294,CITE-seq,Naive CD4+ T
-13.724846,-65.94325,CITE-seq,Naive CD8+ T
-23.810827,50.814274,CITE-seq,Effector CD4+ T
59.814163,-0.41686246,CITE-seq,NK
58.67004,-18.95063,CITE-seq,NK
-3.6515224,-49.502747,CITE-seq,Naive CD8+ T
39.08345,-16.600151,CITE-seq,NK
12.837891,44.765644,CITE-seq,Effector CD4+ T
54.153088,-8.16139,CITE-seq,NK
57.262276,5.4197917,CITE-seq,NK
61.219257,-25.025837,CITE-seq,NK
-38.6108,10.879714,CITE-seq,Naive CD4+ T
-31.738363,0.42072812,CITE-seq,Naive CD4+ T
-7.9859686,-43.504772,CITE-seq,Naive CD8+ T
50.62742,48.560226,CITE-seq,Effector CD8+ T
35.37917,21.731195,CITE-seq,Effector CD8+ T
-17.67571,45.8962,CITE-seq,Effector CD4+ T
50.18226,49.06637,CITE-seq,Effector CD8+ T
-17.099297,45.88102,CITE-seq,Effector CD4+ T
-53.410328,20.854,CITE-seq,Naive CD4+ T
-12.265316,-65.50409,CITE-seq,Naive CD8+ T
-29.864992,0.4916743,CITE-seq,Naive CD4+ T
53.737232,-24.962559,CITE-seq,NK
-55.23321,11.673485,CITE-seq,Naive CD4+ T
-24.32731,-16.186508,CITE-seq,Naive CD4+ T
-7.5616474,-62.33934,CITE-seq,Naive CD8+ T
-4.8082824,-48.50187,CITE-seq,Naive CD8+ T
40.346653,27.807732,CITE-seq,Effector CD8+ T
-53.63593,11.89564,CITE-seq,Naive CD4+ T
48.89482,-16.439257,CITE-seq,NK
2.0147383,42.379616,CITE-seq,Effector CD4+ T
-8.328466,-47.11774,CITE-seq,Naive CD8+ T
-5.045498,-67.862816,CITE-seq,Naive CD8+ T
-49.627583,-8.28926,CITE-seq,Naive CD4+ T
-34.365837,43.34931,CITE-seq,Effector CD4+ T
-5.771817,-63.936462,CITE-seq,Naive CD8+ T
46.594406,-9.161305,CITE-seq,NK
-51.365456,-12.596759,CITE-seq,Naive CD4+ T
-6.3865805,-70.09593,CITE-seq,Naive CD8+ T
11.590666,47.775475,CITE-seq,Effector CD4+ T
54.070713,-24.032183,CITE-seq,NK
43.373432,25.500227,CITE-seq,Effector CD8+ T
11.142939,6.0496716,CITE-seq,Monocytes
-31.763327,0.4885281,CITE-seq,Naive CD4+ T
54.26049,29.155897,CITE-seq,Effector CD8+ T
-36.869892,-11.108922,CITE-seq,Naive CD4+ T
-56.676025,-11.142033,CITE-seq,Naive CD4+ T
61.5571,-16.444023,CITE-seq,NK
-34.505802,-25.817444,CITE-seq,Naive CD4+ T
-55.440094,18.918097,CITE-seq,Naive CD4+ T
45.695892,27.693483,CITE-seq,Effector CD8+ T
51.188805,48.34699,CITE-seq,Effector CD8+ T
-28.985903,-20.800135,CITE-seq,Naive CD4+ T
-11.876908,-55.185917,CITE-seq,Naive CD8+ T
-57.96582,19.022089,CITE-seq,Naive CD4+ T
-22.226463,-4.422616,CITE-seq,Naive CD4+ T
16.491985,56.493347,CITE-seq,Effector CD4+ T
-52.61473,15.633185,CITE-seq,Naive CD4+ T
11.218351,-2.6907754,CITE-seq,Monocytes
-38.522568,2.912427,CITE-seq,Naive CD4+ T
-33.76282,-19.513714,CITE-seq,Naive CD4+ T
36.58649,22.285875,CITE-seq,Effector CD8+ T
-13.195636,-65.78162,CITE-seq,Naive CD8+ T
10.753982,46.07432,CITE-seq,Effector CD4+ T
-29.550028,8.609967,CITE-seq,Naive CD4+ T
-56.11743,23.16328,CITE-seq,Naive CD4+ T
-12.205528,-54.72253,CITE-seq,Naive CD8+ T
-55.79746,-5.8343396,CITE-seq,Naive CD4+ T
54.43534,5.359346,CITE-seq,Effector CD4+ T
-35.675385,44.97266,CITE-seq,Effector CD4+ T
-28.172546,-21.503609,CITE-seq,Naive CD4+ T
-40.57051,-23.472002,CITE-seq,Naive CD4+ T
2.627878,-53.627277,CITE-seq,Naive CD8+ T
59.511417,-30.094543,CITE-seq,NK
13.957354,59.0914,CITE-seq,Effector CD4+ T
-37.432636,6.419289,CITE-seq,Naive CD4+ T
-55.389698,-10.308532,CITE-seq,Naive CD4+ T
-5.235653,-38.099445,CITE-seq,Naive CD8+ T
-39.410362,-8.430305,CITE-seq,Naive CD4+ T
-1.287504,46.17965,CITE-seq,Effector CD4+ T
0.906038,-48.911488,CITE-seq,Naive CD8+ T
55.644455,4.8412786,CITE-seq,NK
-50.668385,-18.561954,CITE-seq,Naive CD4+ T
1.5584135,60.368893,CITE-seq,Effector CD4+ T
32.820606,22.492462,CITE-seq,Effector CD8+ T
49.524532,-8.926458,CITE-seq,NK
